"Name","ID","Runtime","GPU Count","GPU Type","Sweep","dy_config.base_model.checkpoint_dir","dy_config.base_model.config_dir","dy_config.data.in_distribution.dataloader_args.dataset","dy_config.data.in_distribution.dataloader_args.dgm_args.length","dy_config.data.in_distribution.dataloader_args.dgm_args.model_loading_config.checkpoint_dir","dy_config.data.in_distribution.dataloader_args.dgm_args.model_loading_config.config_dir","dy_config.data.in_distribution.dataloader_args.dgm_args.seed","dy_config.data.in_distribution.dataloader_args.make_valid_loader","dy_config.data.in_distribution.dataloader_args.test_batch_size","dy_config.data.in_distribution.dataloader_args.train_batch_size","dy_config.data.in_distribution.dataloader_args.valid_batch_size","dy_config.data.in_distribution.pick_loader","dy_config.data.out_of_distribution.dataloader_args.dataset","dy_config.data.out_of_distribution.dataloader_args.dgm_args.length","dy_config.data.out_of_distribution.dataloader_args.dgm_args.model_loading_config.checkpoint_dir","dy_config.data.out_of_distribution.dataloader_args.dgm_args.model_loading_config.config_dir","dy_config.data.out_of_distribution.dataloader_args.dgm_args.seed","dy_config.data.out_of_distribution.dataloader_args.make_valid_loader","dy_config.data.out_of_distribution.dataloader_args.test_batch_size","dy_config.data.out_of_distribution.dataloader_args.train_batch_size","dy_config.data.out_of_distribution.dataloader_args.valid_batch_size","dy_config.data.out_of_distribution.pick_loader","dy_config.ood.bypass_visualization","dy_config.ood.histogram_limit","dy_config.ood.method","dy_config.ood.method_args.adaptive_measurement","dy_config.ood.method_args.adaptive_train_data_buffer_size","dy_config.ood.method_args.chunk_size","dy_config.ood.method_args.compression_type","dy_config.ood.method_args.correction_coeff","dy_config.ood.method_args.dimension_tolerance","dy_config.ood.method_args.encoding_model_args.chunk_size","dy_config.ood.method_args.encoding_model_args.diff_transform","dy_config.ood.method_args.encoding_model_args.use_forward_mode","dy_config.ood.method_args.encoding_model_args.use_functorch","dy_config.ood.method_args.encoding_model_args.use_vmap","dy_config.ood.method_args.encoding_model_args.verbose","dy_config.ood.method_args.encoding_model_class","dy_config.ood.method_args.evaluate_r","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.chunk_size","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.diff_transform","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.use_forward_mode","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.use_functorch","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.use_vmap","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.verbose","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_class","dy_config.ood.method_args.intrinsic_dimension_calculator_args.verbose","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.chunk_size","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.diff_transform","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.use_forward_mode","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.use_functorch","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.use_vmap","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.verbose","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_class","dy_config.ood.method_args.latent_statistics_calculator_args.verbose","dy_config.ood.method_args.latent_statistics_calculator_class","dy_config.ood.method_args.lp_norm_order","dy_config.ood.method_args.percentile","dy_config.ood.method_args.radii_n","dy_config.ood.method_args.radii_range","dy_config.ood.method_args.use_forward_mode","dy_config.ood.method_args.use_functorch","dy_config.ood.method_args.use_vmap","dy_config.ood.method_args.verbose","dy_config.ood.method_args.visualization_nrow","dy_config.ood.method_args.with_std","dy_config.ood.pick_count","dy_config.ood.samples_visualization","dy_config.ood.seed"
"mnist_vs_dgm-generated_train_gorsebird","tb6wkmk2","113","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/AffineCouplingTransform_mnist_unforgettably_6a8il0rr_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/AffineCouplingTransform_mnist_unforgettably_6a8il0rr_final/run_config.json","mnist","","","","","false","32","32","32","train","dgm-generated","1000","checkpoints-443rgkyn/AffineCouplingTransform_mnist_unforgettably_6a8il0rr_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/AffineCouplingTransform_mnist_unforgettably_6a8il0rr_final/run_config.json","10","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"emnist_vs_emnist_test_jokesomeness","udjq9pga","270","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","32","32","32","train","emnist","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"emnist_vs_emnist_train_pseudofeminine","01lgf08c","1640","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","32","32","32","train","emnist","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"emnist_vs_omniglot_test_additionary","05dmnpcc","71","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","32","32","32","train","omniglot","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"emnist_vs_omniglot_train_surgiest","uch9j04b","114","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","32","32","32","train","omniglot","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"emnist_vs_fashion-mnist_test_titubant","lskw4rcc","89","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","32","32","32","train","fashion-mnist","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"emnist_vs_fashion-mnist_train_boniface","xgctsioj","196","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","32","32","32","train","fashion-mnist","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"emnist_vs_mnist_test_biomedical","jbfqrne8","86","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","32","32","32","train","mnist","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"emnist_vs_mnist_train_compilations","kop2oty9","200","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","32","32","32","train","mnist","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"emnist_vs_dgm-generated_test_speedboats","0fwuqw9b","65","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","32","32","32","train","dgm-generated","1000","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","10","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"emnist_vs_dgm-generated_train_psoas","hyotjpgn","115","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","32","32","32","train","dgm-generated","1000","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","10","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"omniglot_vs_emnist_test_meromyarian","3hzajx1s","237","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","omniglot","","","","","false","32","32","32","train","emnist","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"omniglot_vs_emnist_train_iterating","o1abflyg","1598","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","omniglot","","","","","false","32","32","32","train","emnist","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"omniglot_vs_omniglot_test_tearfulness","661iqrcj","40","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","omniglot","","","","","false","32","32","32","train","omniglot","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"omniglot_vs_omniglot_train_externalistic","6it6dkja","83","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","omniglot","","","","","false","32","32","32","train","omniglot","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"omniglot_vs_fashion-mnist_test_gussie","df7cqpnw","64","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","omniglot","","","","","false","32","32","32","train","fashion-mnist","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"omniglot_vs_fashion-mnist_train_forfeitableness","b52nl0pn","170","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","omniglot","","","","","false","32","32","32","train","fashion-mnist","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"omniglot_vs_mnist_test_nickeliferous","3mgd9mo8","57","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","omniglot","","","","","false","32","32","32","train","mnist","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"omniglot_vs_mnist_train_toponarcosis","a4cs6dl4","168","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","omniglot","","","","","false","32","32","32","train","mnist","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"omniglot_vs_dgm-generated_test_libard","e1q5dez6","45","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","omniglot","","","","","false","32","32","32","train","dgm-generated","1000","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","10","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"omniglot_vs_dgm-generated_train_armoric","urtshrlr","69","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","omniglot","","","","","false","32","32","32","train","dgm-generated","1000","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","10","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"fashion-mnist_vs_emnist_test_zionward","f8c8tx9y","234","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","32","32","32","train","emnist","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"fashion-mnist_vs_emnist_train_solidifier","b53kucwf","1585","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","32","32","32","train","emnist","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"fashion-mnist_vs_omniglot_test_gnathostomatous","nqf69vwf","40","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","32","32","32","train","omniglot","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"fashion-mnist_vs_omniglot_train_plebicolist","ytfu3smb","81","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","32","32","32","train","omniglot","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"fashion-mnist_vs_fashion-mnist_test_metroclyst","8mkbhtdj","54","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","32","32","32","train","fashion-mnist","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"fashion-mnist_vs_fashion-mnist_train_compact","wxmjvmgd","166","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","32","32","32","train","fashion-mnist","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"fashion-mnist_vs_mnist_test_inchoant","kw6q7dsg","56","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","32","32","32","train","mnist","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"fashion-mnist_vs_mnist_train_cerebricity","5g1nyk2t","166","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","32","32","32","train","mnist","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"fashion-mnist_vs_dgm-generated_test_ameliorant","w8e5j47i","42","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","32","32","32","train","dgm-generated","1000","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","10","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"fashion-mnist_vs_dgm-generated_train_openbeak","mpvh4pza","38","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","32","32","32","train","dgm-generated","1000","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","10","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"mnist_vs_emnist_test_isocoria","jilrvcd4","234","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/run_config.json","mnist","","","","","false","32","32","32","train","emnist","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"mnist_vs_emnist_train_canulae","6of25igt","1580","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/run_config.json","mnist","","","","","false","32","32","32","train","emnist","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"mnist_vs_omniglot_test_corvettes","7whhf6f6","44","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/run_config.json","mnist","","","","","false","32","32","32","train","omniglot","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"mnist_vs_fashion-mnist_test_recoined","krfv8bza","55","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/run_config.json","mnist","","","","","false","32","32","32","train","fashion-mnist","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"mnist_vs_mnist_test_semitones","269gbvk2","59","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/run_config.json","mnist","","","","","false","32","32","32","train","mnist","","","","","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"mnist_vs_mnist_train_ecphonema","qq3fco84","179","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/run_config.json","mnist","","","","","false","32","32","32","train","mnist","","","","","false","32","32","32","train","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
"mnist_vs_dgm-generated_test_tbsp","fxzkis9l","37","8","Tesla V100-SXM2-32GB","avi7rrvs","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/run_config.json","mnist","","","","","false","32","32","32","train","dgm-generated","1000","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/run_config.json","10","false","32","32","32","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2",""
